OBJECTID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,OwnOcc_e19,OwnOcc_m19,ValLt50k_e19,ValLt50k_m19,pValLt50k_e19,pValLt50k_m19,Val50_100k_e19,Val50_100k_m19,pVal50_100k_e19,pVal50_100k_m19,Val100_150k_e19,Val100_150k_m19,pVal100_150k_e19,pVal100_150k_m19,Val150_200k_e19,Val150_200k_m19,pVal150_200k_e19,pVal150_200k_m19,Val200_300k_e19,Val200_300k_m19,pVal200_300k_e19,pVal200_300k_m19,Val300_500k_e19,Val300_500k_m19,pVal300_500k_e19,pVal300_500k_m19,Val500k_1m_e19,Val500k_1m_m19,pVal500k_1m_e19,pVal500k_1m_m19,Val1mP_e19,Val1mP_m19,pVal1mP_e19,pVal1mP_m19,ValLt100k_e19,ValLt100k_m19,pValLt100k_e19,pValLt100k_m19,Val100_300k_e19,Val100_300k_m19,pVal100_300k_e19,pVal100_300k_m19,Val300kPlus_e19,Val300kPlus_m19,pVal300kPlus_e19,pVal300kPlus_m19,mMedHUValue_e19,mMedHUValue_m19,SHAPE_Length,SHAPE_Area
244,Atlanta Regional Commission,Yes,30008,3152,ZCTA,ZCTA5 30008,6000,457,529,197,8.8,3.2,606,177,10.1,2.8,979,215,16.3,3.4,1915,284,31.9,4.1,1722,311,28.7,4.7,126,73,2.1,1.2,123,111,2.1,1.8,0,48,0,0.8,1135,265,18.9,4.2,4616,473,76.9,5.3,249,141,4.2,2.3,169800,5299,0.431620413295226,0.00238981656013112
245,Southwest Georgia,No,39897,3883,ZCTA,ZCTA5 39897,1069,151,242,86,22.6,7.4,408,136,38.2,11.5,183,78,17.1,6.9,51,30,4.8,2.7,131,66,12.3,5.9,52,52,4.9,4.8,2,14,0.2,1.3,0,23,0,2.1,650,161,60.8,12.3,365,107,34.1,8.8,54,58,5.1,5.4,67700,13539,1.16198708605479,0.0349736463232563
246,Georgia Mountains,No,30537,3430,ZCTA,ZCTA5 30537,517,84,2,32,0.4,6.2,67,65,13,12.3,89,41,17.2,7.5,112,45,21.7,7.9,120,45,23.2,7.8,93,38,18,6.8,33,24,6.4,4.6,1,19,0.2,3.6,69,72,13.3,13.8,321,76,62.1,10.6,127,49,24.6,8.6,194500,28020,0.69456446502138,0.00518961993944896
247,Atlanta Regional Commission,Yes,30313,3329,ZCTA,ZCTA5 30313,842,120,20,47,2.4,5.6,0,47,0,5.6,94,57,11.2,6.6,195,70,23.2,7.6,284,91,33.7,9.7,191,71,22.7,7.8,58,49,6.9,5.7,0,36,0,4.3,20,67,2.4,7.9,573,129,68.1,11.8,249,94,29.6,10.3,231100,20952,0.135937303126751,0.000279695892000453
248,Atlanta Regional Commission,Yes,30009,3153,ZCTA,ZCTA5 30009,4308,378,32,62,0.7,1.4,84,104,1.9,2.4,302,157,7,3.6,409,159,9.5,3.6,878,207,20.4,4.5,1518,274,35.2,5.6,979,213,22.7,4.5,106,72,2.5,1.7,116,121,2.7,2.8,1589,305,36.9,6.3,2603,354,60.4,6.3,345700,20951,0.512043003614625,0.00244728467842843
249,Georgia Mountains,No,30538,3431,ZCTA,ZCTA5 30538,941,220,187,118,19.9,11.6,247,141,26.2,13.7,257,133,27.3,12.6,124,84,13.2,8.4,50,49,5.3,5,58,55,6.2,5.6,18,30,1.9,3.2,0,23,0,2.4,434,184,46.1,16.3,431,165,45.8,13.8,76,66,8.1,6.8,109300,33264,0.563944853599235,0.00653877246328546
250,Atlanta Regional Commission,Yes,30314,3330,ZCTA,ZCTA5 30314,2312,254,470,109,20.3,4.1,723,146,31.3,5.3,388,110,16.8,4.4,371,97,16,3.8,154,61,6.7,2.5,152,68,6.6,2.8,41,42,1.8,1.8,13,28,0.6,1.2,1193,182,51.6,5.5,913,159,39.5,5.4,206,84,8.9,3.5,96900,10028,0.232098731680559,0.00116709316280808
251,ARC / NE,Yes,30011,3154,ZCTA,ZCTA5 30011,3923,291,104,52,2.7,1.3,323,88,8.2,2.2,1170,183,29.8,4.1,1100,204,28,4.8,705,207,18,5.1,368,136,9.4,3.4,93,62,2.4,1.6,60,60,1.5,1.5,427,102,10.9,2.5,2975,343,75.8,6.7,521,161,13.3,4,162000,4745,0.602927779012402,0.00677199481878922
252,Northwest Georgia,No,30540,3432,ZCTA,ZCTA5 30540,5501,475,636,241,11.6,4.3,1210,278,22,4.7,605,185,11,3.2,785,224,14.3,3.9,1261,287,22.9,4.8,915,280,16.6,4.9,69,58,1.3,1,20,33,0.4,0.6,1846,367,33.6,6,2651,408,48.2,6.1,1004,288,18.3,5,165500,15904,1.26613155701958,0.0511935463733129
253,Atlanta Regional Commission,Yes,30315,3331,ZCTA,ZCTA5 30315,4293,305,596,140,13.9,3.1,920,181,21.4,3.9,546,122,12.7,2.7,561,144,13.1,3.2,712,150,16.6,3.3,598,116,13.9,2.5,234,73,5.5,1.7,126,72,2.9,1.7,1516,229,35.3,4.7,1819,241,42.4,4.7,958,155,22.3,3.2,155400,10164,0.322561983195085,0.0028545960436038
254,ARC / NE,Yes,30012,3155,ZCTA,ZCTA5 30012,5453,379,788,193,14.5,3.4,1199,264,22,4.6,1200,234,22,4,844,230,15.5,4.1,849,209,15.6,3.7,423,176,7.8,3.2,135,83,2.5,1.5,15,42,0.3,0.8,1987,327,36.4,5.4,2893,389,53.1,6.1,573,199,10.5,3.6,123900,11917,0.594325547039068,0.011047226387871
255,Northwest Georgia,No,30541,3433,ZCTA,ZCTA5 30541,503,140,10,37,2,7.4,88,62,17.5,11.4,53,44,10.5,8.3,102,89,20.3,16.7,167,85,33.2,14.1,83,53,16.5,9.4,0,18,0,3.7,0,23,0,4.5,98,72,19.5,13.3,322,131,64,18.9,83,60,16.5,11,199600,34829,1.0854003652784,0.0179732019881271
256,Atlanta Regional Commission,Yes,30316,3332,ZCTA,ZCTA5 30316,8433,365,250,111,3,1.3,762,194,9,2.3,949,186,11.3,2.1,887,203,10.5,2.4,2227,324,26.4,3.7,2590,300,30.7,3.3,731,176,8.7,2,37,46,0.4,0.5,1012,224,12,2.6,4063,425,48.2,4.6,3358,351,39.8,3.8,258400,11689,0.349907037934834,0.00316681343312046
257,ARC / NE,Yes,30013,3156,ZCTA,ZCTA5 30013,6035,454,129,83,2.1,1.4,841,209,13.9,3.3,1131,328,18.7,5.3,1202,246,19.9,3.8,1878,327,31.1,4.9,773,213,12.8,3.4,74,52,1.2,0.9,7,37,0.1,0.6,970,224,16.1,3.5,4211,524,69.8,6.9,854,223,14.2,3.5,184100,17199,0.631475284863095,0.00724530074041521
258,Georgia Mountains,Yes,30542,3434,ZCTA,ZCTA5 30542,9926,341,421,151,4.2,1.5,423,124,4.3,1.2,1350,222,13.6,2.2,2085,274,21,2.7,2826,308,28.5,2.9,1981,220,20,2.1,760,155,7.7,1.5,80,43,0.8,0.4,844,195,8.5,1.9,6261,468,63.1,4.2,2821,272,28.4,2.6,221600,7234,0.760386701529368,0.0126304092941011
259,Atlanta Regional Commission,Yes,30317,3333,ZCTA,ZCTA5 30317,3776,240,46,48,1.2,1.3,129,72,3.4,1.9,201,77,5.3,2,210,90,5.6,2.4,785,146,20.8,3.6,1679,213,44.5,4.9,703,152,18.6,3.9,23,38,0.6,1,175,86,4.6,2.3,1196,188,31.7,4.6,2405,265,63.7,5.7,354700,15887,0.237024369213739,0.000892988140710427
260,Northeast Georgia,Partial,30014,3157,ZCTA,ZCTA5 30014,8054,541,774,226,9.6,2.7,997,231,12.4,2.7,1491,278,18.5,3.2,1572,343,19.5,4,1644,283,20.4,3.2,1222,226,15.2,2.6,311,139,3.9,1.7,43,63,0.5,0.8,1771,323,22,3.7,4707,524,58.4,5.2,1576,273,19.6,3.1,172700,9780,1.80577224261252,0.0305334499420825
261,GM / NE,Partial,30543,3435,ZCTA,ZCTA5 30543,1192,155,63,45,5.3,3.7,286,112,24,8.8,262,90,22,7,278,86,23.3,6.6,165,67,13.8,5.3,115,69,9.6,5.7,23,29,1.9,2.4,0,23,0,1.9,349,121,29.3,9.4,705,142,59.1,9.1,138,78,11.6,6.4,146600,17988,0.887158616664459,0.00961502416633978
262,Atlanta Regional Commission,Yes,30318,3334,ZCTA,ZCTA5 30318,7926,455,570,154,7.2,1.9,1136,223,14.3,2.7,653,170,8.2,2.1,914,218,11.5,2.7,1305,242,16.5,2.9,1994,285,25.2,3.3,1132,236,14.3,2.9,222,79,2.8,1,1706,271,21.5,3.2,2872,367,36.2,4.1,3348,379,42.2,4.1,238700,15207,0.559032314976152,0.00518815759350064
263,Northeast Georgia,Yes,30016,3158,ZCTA,ZCTA5 30016,13007,741,681,259,5.2,2,2272,424,17.5,3.1,4354,539,33.5,3.7,3618,509,27.8,3.6,1445,303,11.1,2.2,380,136,2.9,1,142,95,1.1,0.7,115,79,0.9,0.6,2953,496,22.7,3.6,9417,800,72.4,4.6,637,184,4.9,1.4,139900,6035,0.988999086389291,0.0233218385811955
264,Georgia Mountains,No,30545,3436,ZCTA,ZCTA5 30545,305,81,10,34,3.3,11.1,29,34,9.5,10.9,33,24,10.8,7.4,80,53,26.2,16.1,80,47,26.2,13.9,57,25,18.7,6.4,12,11,3.9,3.4,4,19,1.3,6.3,39,48,12.8,15.4,193,75,63.3,18.1,73,33,23.9,8.8,200800,63676,0.626035868831146,0.0101278645034457
265,Atlanta Regional Commission,Yes,30319,3335,ZCTA,ZCTA5 30319,11052,517,27,67,0.2,0.6,144,78,1.3,0.7,239,84,2.2,0.7,641,187,5.8,1.7,1009,253,9.1,2.3,3222,394,29.2,3.3,4656,382,42.1,2.8,1114,218,10.1,1.9,171,102,1.5,0.9,1889,325,17.1,2.8,8992,591,81.4,3.8,519000,25979,0.340506971118971,0.00265062916856075
266,Atlanta Regional Commission,Yes,30017,3159,ZCTA,ZCTA5 30017,6257,490,106,88,1.7,1.4,37,58,0.6,0.9,593,209,9.5,3.3,923,288,14.8,4.5,1902,320,30.4,4.5,2430,414,38.8,5.9,190,102,3,1.6,76,66,1.2,1.1,143,105,2.3,1.7,3418,479,54.6,6.3,2696,431,43.1,6,279600,16728,0.385041756233221,0.00307210908191311
267,Georgia Mountains,No,30546,3437,ZCTA,ZCTA5 30546,2651,188,101,60,3.8,2.3,182,79,6.9,2.9,267,96,10.1,3.5,444,113,16.7,4.1,699,159,26.4,5.7,630,134,23.8,4.8,242,88,9.1,3.3,86,64,3.2,2.4,283,99,10.7,3.7,1410,217,53.2,7.3,958,172,36.1,6,241600,17495,0.962993971981823,0.0358321996143724
268,ARC / NE,Yes,30019,3160,ZCTA,ZCTA5 30019,12059,812,111,122,0.9,1,187,142,1.6,1.2,692,273,5.7,2.2,2013,434,16.7,3.4,4911,629,40.7,4.4,3692,589,30.6,4.4,390,155,3.2,1.3,63,67,0.5,0.6,298,187,2.5,1.5,7616,812,63.2,5.2,4145,612,34.4,4.5,257800,9672,0.838931923783589,0.0117641343864173
269,Georgia Mountains,No,30547,3438,ZCTA,ZCTA5 30547,906,139,65,51,7.2,5.5,145,51,16,5.1,99,48,10.9,5,233,81,25.7,8.1,240,99,26.5,10.2,80,56,8.8,6,38,26,4.2,2.9,6,20,0.7,2.3,210,72,23.2,7.1,572,137,63.1,11.6,124,65,13.7,6.8,173800,19187,0.818338109131952,0.013359654544852
270,Atlanta Regional Commission,Yes,30021,3161,ZCTA,ZCTA5 30021,1595,223,136,85,8.5,5.2,274,117,17.2,6.9,394,116,24.7,6.4,560,127,35.1,6.3,190,67,11.9,3.9,17,21,1.1,1.3,15,17,0.9,1,9,38,0.6,2.4,410,144,25.7,8.3,1144,185,71.7,5.8,41,47,2.6,2.9,149100,13772,0.200156992581648,0.000895877833492882
271,ARC / GM / NE,Partial,30548,3439,ZCTA,ZCTA5 30548,6207,332,92,94,1.5,1.5,133,76,2.1,1.2,353,126,5.7,2,847,186,13.6,2.9,1713,251,27.6,3.8,2696,303,43.4,4.3,346,103,5.6,1.6,27,39,0.4,0.6,225,121,3.6,1.9,2913,336,46.9,4.8,3069,322,49.4,4.5,298100,13138,1.10381585765519,0.00986748845069618
272,Atlanta Regional Commission,Yes,30022,3162,ZCTA,ZCTA5 30022,17203,594,176,106,1,0.6,236,106,1.4,0.6,269,111,1.6,0.6,774,190,4.5,1.1,3293,438,19.1,2.5,6538,519,38,2.7,5475,474,31.8,2.5,442,151,2.6,0.9,412,150,2.4,0.9,4336,490,25.2,2.7,12455,718,72.4,3.3,409300,13414,0.667482699013533,0.0065180782699151
273,Northeast Georgia,No,30549,3440,ZCTA,ZCTA5 30549,6533,411,491,172,7.5,2.6,461,142,7.1,2.1,756,157,11.6,2.3,1436,241,22,3.4,1965,317,30.1,4.5,1084,197,16.6,2.8,258,138,3.9,2.1,82,69,1.3,1.1,952,223,14.6,3.3,4157,428,63.6,5.2,1424,250,21.8,3.6,205900,10701,1.29929714458477,0.0279648227364346
274,ARC / GM,Yes,30024,3163,ZCTA,ZCTA5 30024,20697,681,323,124,1.6,0.6,83,76,0.4,0.4,405,147,2,0.7,1486,266,7.2,1.3,5403,505,26.1,2.3,9154,564,44.2,2.3,3679,368,17.8,1.7,164,78,0.8,0.4,406,146,2,0.7,7294,590,35.2,2.6,12997,678,62.8,2.5,346100,6004,1.00154776549831,0.0109505299811212
275,Georgia Mountains,No,30552,3441,ZCTA,ZCTA5 30552,521,103,35,36,6.7,6.9,69,42,13.2,7.6,55,36,10.6,6.6,53,33,10.2,6.1,118,66,22.6,11.8,101,57,19.4,10.2,42,32,8.1,6,48,31,9.2,5.6,104,56,20,9.9,226,82,43.4,13.2,191,72,36.7,11.8,255400,48727,0.916305731588714,0.0144029987818697
276,Northeast Georgia,Yes,30025,3164,ZCTA,ZCTA5 30025,2742,278,178,123,6.5,4.4,378,160,13.8,5.7,374,137,13.6,4.8,365,134,13.3,4.7,730,174,26.6,5.7,543,147,19.8,5,143,83,5.2,3,31,41,1.1,1.5,556,202,20.3,7.1,1469,259,53.6,7.7,717,174,26.1,5.8,213400,28612,0.769665896851431,0.0172828634377358
277,Georgia Mountains,No,30553,3442,ZCTA,ZCTA5 30553,2253,229,299,119,13.3,5.1,426,120,18.9,5,401,105,17.8,4.3,312,123,13.8,5.3,355,110,15.8,4.6,327,120,14.5,5.1,111,65,4.9,2.8,22,31,1,1.4,725,169,32.2,6.7,1068,196,47.4,7.2,460,139,20.4,5.8,150100,19002,1.02714904553678,0.0163846282484545
278,ARC / GM,Yes,30028,3165,ZCTA,ZCTA5 30028,7850,335,166,86,2.1,1.1,205,90,2.6,1.1,472,134,6,1.7,825,156,10.5,1.9,2880,279,36.7,3.2,2531,303,32.2,3.6,634,171,8.1,2.1,137,76,1.7,1,371,125,4.7,1.6,4177,347,53.2,3.8,3302,356,42.1,4.2,275600,8316,0.877655290074557,0.0131832859766775
279,Georgia Mountains,Partial,30554,3443,ZCTA,ZCTA5 30554,2245,220,127,70,5.7,3.1,409,105,18.2,4.3,535,124,23.8,5,566,148,25.2,6.1,306,114,13.6,4.9,224,94,10,4.1,78,63,3.5,2.8,0,33,0,1.5,536,126,23.9,5.1,1407,224,62.7,7.9,302,117,13.5,5.1,152900,7896,1.13808935744143,0.0187874131394642
280,Atlanta Regional Commission,Yes,30030,3166,ZCTA,ZCTA5 30030,7488,364,45,58,0.6,0.8,124,61,1.7,0.8,235,91,3.1,1.2,293,109,3.9,1.4,1117,190,14.9,2.4,2367,282,31.6,3.4,3007,294,40.2,3.4,300,113,4,1.5,169,84,2.3,1.1,1645,237,22,3,5674,423,75.8,4.3,459000,18022,0.244592801526213,0.00164576649707523
281,Northwest Georgia,No,30555,3444,ZCTA,ZCTA5 30555,726,133,138,85,19,11.2,159,60,21.9,7.3,85,41,11.7,5.3,142,85,19.6,11.1,147,60,20.2,7.3,55,52,7.6,7,0,18,0,2.5,0,23,0,3.1,297,104,40.9,12.2,374,111,51.5,12.1,55,59,7.6,8,131000,47987,0.453976179234006,0.00338404773552916
282,Atlanta Regional Commission,Yes,30032,3167,ZCTA,ZCTA5 30032,8178,387,435,119,5.3,1.4,2451,324,30,3.7,2148,335,26.3,3.9,1357,236,16.6,2.8,1313,200,16.1,2.3,355,116,4.3,1.4,103,51,1.3,0.6,16,46,0.2,0.6,2886,346,35.3,3.9,4818,456,58.9,4.8,474,135,5.8,1.6,122000,4891,0.395690172811372,0.00344432891164177
283,Georgia Mountains,No,30557,3445,ZCTA,ZCTA5 30557,1616,243,330,130,20.4,7.5,474,186,29.3,10.6,249,105,15.4,6.1,165,93,10.2,5.6,134,78,8.3,4.7,105,65,6.5,3.9,150,83,9.3,5,9,23,0.6,1.4,804,227,49.8,11.9,548,161,33.9,8.5,264,108,16.3,6.2,100600,19445,1.19233415320999,0.0148080551151513
284,Atlanta Regional Commission,Yes,30033,3168,ZCTA,ZCTA5 30033,8105,458,67,70,0.8,0.9,210,104,2.6,1.3,276,109,3.4,1.3,948,231,11.7,2.8,2455,301,30.3,3.3,3123,375,38.5,4.1,916,168,11.3,2,110,62,1.4,0.8,277,126,3.4,1.5,3679,395,45.4,4.1,4149,415,51.2,4.2,304800,13254,0.386840027669195,0.00233866692566269
285,GM / NE,No,30558,3446,ZCTA,ZCTA5 30558,1321,202,188,72,14.2,5,320,90,24.2,5.7,319,98,24.1,6.4,145,56,11,3.9,148,74,11.2,5.3,111,56,8.4,4,76,46,5.8,3.4,14,24,1.1,1.8,508,115,38.5,6.5,612,134,46.3,7.3,201,77,15.2,5.3,125200,11982,1.02252746108404,0.0151937795305844
286,Atlanta Regional Commission,Yes,30034,3169,ZCTA,ZCTA5 30034,10582,603,895,266,8.5,2.5,2526,369,23.9,3.2,2900,370,27.4,3.1,2515,357,23.8,3.1,1459,272,13.8,2.4,230,97,2.2,0.9,37,43,0.3,0.4,20,50,0.2,0.5,3421,455,32.3,3.9,6874,581,65,4.1,287,117,2.7,1.1,130800,6782,0.427843744667133,0.00432799556371314
287,Northwest Georgia,No,30559,3447,ZCTA,ZCTA5 30559,1631,232,136,79,8.3,4.7,147,77,9,4.5,152,80,9.3,4.7,234,111,14.3,6.5,450,148,27.6,8.2,349,127,21.4,7.2,153,69,9.4,4,10,24,0.6,1.5,283,110,17.4,6.3,836,202,51.3,10,512,147,31.4,7.8,230600,25376,0.784229991367843,0.0127220962086139
288,Atlanta Regional Commission,Yes,30035,3170,ZCTA,ZCTA5 30035,4072,338,202,85,5,2,1233,235,30.3,5.2,1355,252,33.3,5.5,965,239,23.7,5.5,296,142,7.3,3.4,15,34,0.4,0.8,0,35,0,0.9,6,36,0.1,0.9,1435,250,35.2,5.4,2616,375,64.2,7.5,21,61,0.5,1.5,120000,6237,0.269365030546986,0.00216854663035646
289,GM / NW,No,30560,3448,ZCTA,ZCTA5 30560,1727,247,88,58,5.1,3.3,212,93,12.3,5.1,322,163,18.6,9.1,402,156,23.3,8.4,206,95,11.9,5.2,353,106,20.4,5.4,127,77,7.4,4.3,17,33,1,1.9,300,110,17.4,5.8,930,245,53.9,11.9,497,135,28.8,6.6,182900,15819,1.09508510497356,0.0192573408089607
290,Georgia Mountains,No,30562,3449,ZCTA,ZCTA5 30562,345,80,82,68,23.8,19.1,99,50,28.7,12.8,97,52,28.1,13.5,49,34,14.2,9.2,18,24,5.2,6.8,0,18,0,5.3,0,18,0,5.3,0,23,0,6.5,181,85,52.5,21.3,164,66,47.5,15.7,0,34,0,10,81500,45720,0.209958448886324,0.000762612225956698
291,Georgia Mountains,No,30563,3450,ZCTA,ZCTA5 30563,1692,161,93,57,5.5,3.3,323,108,19.1,6.1,513,113,30.3,6,347,99,20.5,5.5,326,106,19.3,6,85,59,5,3.4,5,20,0.3,1.2,0,33,0,1.9,416,122,24.6,6.8,1186,184,70.1,8.6,90,70,5.3,4.1,140500,10055,0.552561319392297,0.00891606866750255
292,Georgia Mountains,Partial,30564,3451,ZCTA,ZCTA5 30564,1122,194,58,59,5.2,5.2,173,104,15.4,8.9,205,106,18.3,8.9,201,97,17.9,8.1,242,104,21.6,8.5,163,62,14.5,4.9,52,38,4.6,3.3,28,48,2.5,4.2,231,119,20.6,10,648,178,57.8,12.3,243,87,21.7,6.8,171600,26226,0.806769993735948,0.00797897890458529
293,Northeast Georgia,No,30565,3452,ZCTA,ZCTA5 30565,1362,163,160,75,11.7,5.3,441,122,32.4,8.1,165,79,12.1,5.6,188,102,13.8,7.3,218,101,16,7.2,138,74,10.1,5.3,11,21,0.8,1.5,41,48,3,3.5,601,143,44.1,9.1,571,164,41.9,10.9,190,90,14,6.4,131500,32106,0.715761028772251,0.00870481332848338
294,Georgia Mountains,Yes,30566,3453,ZCTA,ZCTA5 30566,1760,173,58,53,3.3,3,151,66,8.6,3.7,690,155,39.2,7.9,434,123,24.7,6.5,217,71,12.3,3.8,80,44,4.5,2.4,97,58,5.5,3.3,33,40,1.9,2.2,209,85,11.9,4.7,1341,210,76.2,9.3,210,83,11.9,4.6,148700,11367,0.409950654876765,0.00250381209288556
295,GM / NE,Partial,30567,3454,ZCTA,ZCTA5 30567,1016,166,112,111,11,10.8,111,76,10.9,7.3,71,54,7,5.2,187,87,18.4,8.1,331,105,32.6,8.9,120,50,11.8,4.5,82,54,8.1,5.2,2,19,0.2,1.8,223,135,21.9,12.8,589,147,58,11,204,76,20.1,6.7,207100,27235,0.794643708919767,0.00799280723140788
296,Georgia Mountains,No,30568,3455,ZCTA,ZCTA5 30568,503,112,131,99,26,18.9,28,38,5.6,7.4,68,51,13.5,9.8,121,76,24.1,14.1,58,42,11.5,8,47,41,9.3,7.9,50,37,9.9,7.1,0,23,0,4.5,159,106,31.6,19.9,247,101,49.1,16.8,97,60,19.3,11.1,159000,31442,0.592299846733599,0.00741556074698926
297,Georgia Mountains,No,30571,3456,ZCTA,ZCTA5 30571,1489,212,99,75,6.6,5,25,31,1.7,2,203,86,13.6,5.4,315,118,21.2,7.3,476,144,32,8.5,302,98,20.3,6,69,62,4.6,4.1,0,23,0,1.5,124,81,8.3,5.3,994,205,66.8,9.9,371,119,24.9,7.1,216500,18903,1.00925433557969,0.0144227999544878
298,GM / NW,No,30572,3457,ZCTA,ZCTA5 30572,367,114,0,37,0,10,79,49,21.5,11.5,52,59,14.2,15.6,89,59,24.3,14.2,39,35,10.6,8.8,58,47,15.8,11.9,50,45,13.6,11.5,0,23,0,6.1,79,61,21.5,15.2,180,91,49,19.5,108,69,29.4,16.4,169600,26558,0.981937302103343,0.0272337980717174
299,River Valley,No,31903,3848,ZCTA,ZCTA5 31903,2304,236,823,171,35.7,6.5,1180,200,51.2,6.9,169,95,7.3,4.1,78,50,3.4,2.1,28,24,1.2,1,6,23,0.3,1,20,19,0.9,0.8,0,36,0,1.6,2003,263,86.9,7.2,275,110,11.9,4.6,26,47,1.1,2,63000,3057,0.363347022004101,0.00259982460880748
300,ARC / GM,Yes,30040,3173,ZCTA,ZCTA5 30040,20473,540,322,114,1.6,0.6,257,89,1.3,0.4,585,149,2.9,0.7,1873,240,9.1,1.1,6312,480,30.8,2.2,8461,463,41.3,2,2504,246,12.2,1.2,159,74,0.8,0.4,579,145,2.8,0.7,8770,558,42.8,2.5,11124,530,54.3,2.2,316000,6626,0.753933322759745,0.0150497311219612
301,River Valley,No,31904,3849,ZCTA,ZCTA5 31904,6123,329,455,121,7.4,1.9,986,170,16.1,2.6,1155,214,18.9,3.3,1200,253,19.6,4,1017,187,16.6,2.9,759,151,12.4,2.4,439,111,7.2,1.8,112,63,1.8,1,1441,209,23.5,3.2,3372,381,55.1,5.5,1310,198,21.4,3,165300,6767,0.600577103518388,0.00791554150652458
302,River Valley,No,31906,3851,ZCTA,ZCTA5 31906,3633,262,385,116,10.6,3.1,1065,196,29.3,5,657,167,18.1,4.4,440,127,12.1,3.4,552,120,15.2,3.1,317,82,8.7,2.2,197,72,5.4,1.9,20,40,0.6,1.1,1450,228,39.9,5.6,1649,242,45.4,5.8,534,116,14.7,3,122100,11035,0.206396036484019,0.00170596807859803
303,River Valley,No,31907,3852,ZCTA,ZCTA5 31907,11226,464,722,176,6.4,1.5,4065,395,36.2,3.2,3195,353,28.5,2.9,1822,318,16.2,2.8,1184,261,10.5,2.3,139,96,1.2,0.9,46,33,0.4,0.3,53,39,0.5,0.3,4787,433,42.6,3.4,6201,542,55.2,4.3,238,108,2.1,1,110300,3593,0.409136194567709,0.00573820394112677
304,ARC / NE,Yes,30052,3180,ZCTA,ZCTA5 30052,18048,631,659,192,3.7,1.1,977,259,5.4,1.4,2635,417,14.6,2.3,5579,539,30.9,2.8,5390,607,29.9,3.2,2458,352,13.6,1.9,304,107,1.7,0.6,46,56,0.3,0.3,1636,322,9.1,1.8,13604,913,75.4,4.3,2808,372,15.6,2,191900,4603,0.953050711175567,0.0222564550620016
305,Northeast Georgia,Yes,30054,3181,ZCTA,ZCTA5 30054,3214,284,170,118,5.3,3.6,605,181,18.8,5.4,509,148,15.8,4.4,765,193,23.8,5.6,575,147,17.9,4.3,456,136,14.2,4,78,57,2.4,1.8,56,89,1.7,2.8,775,216,24.1,6.4,1849,284,57.5,7.2,590,172,18.4,5.1,164400,6715,0.595838520889243,0.0105970686639876
306,Northeast Georgia,Partial,30055,3182,ZCTA,ZCTA5 30055,1021,157,57,42,5.6,4,242,90,23.7,8,81,45,7.9,4.3,245,99,24,8.9,202,87,19.8,7.9,173,80,16.9,7.4,21,32,2.1,3.1,0,23,0,2.2,299,99,29.3,8.6,528,139,51.7,11,194,89,19,8.2,169100,14451,0.934749929429326,0.0131867401557122
307,Northeast Georgia,Partial,30056,3183,ZCTA,ZCTA5 30056,686,97,106,48,15.5,6.7,133,48,19.4,6.5,114,46,16.6,6.3,108,54,15.7,7.6,132,66,19.2,9.2,64,35,9.3,4.9,16,28,2.3,4.1,13,26,1.9,3.8,239,68,34.8,8.6,354,97,51.6,12.1,93,52,13.6,7.3,138600,41163,0.651625825065944,0.00970341555979032
308,Coastal Regional Commission,No,31404,3685,ZCTA,ZCTA5 31404,4980,338,318,100,6.4,2,1693,239,34,4.2,1155,202,23.2,3.7,793,158,15.9,3,594,112,11.9,2.1,289,68,5.8,1.3,90,49,1.8,1,48,35,1,0.7,2011,259,40.4,4.4,2542,279,51,4.4,427,90,8.6,1.7,121700,8526,0.468165206913304,0.0039795937121291
309,Atlanta Regional Commission,Yes,30058,3184,ZCTA,ZCTA5 30058,11553,495,395,135,3.4,1.2,2715,388,23.5,3.2,4148,491,35.9,4,2450,363,21.2,3,1170,274,10.1,2.3,517,189,4.5,1.6,124,80,1.1,0.7,34,51,0.3,0.4,3110,411,26.9,3.4,7768,669,67.2,5,675,211,5.8,1.8,133000,4347,0.540905895415199,0.00791548833975433
310,Atlanta Regional Commission,Yes,30060,3185,ZCTA,ZCTA5 30060,5763,427,278,119,4.8,2,824,198,14.3,3.3,1334,286,23.1,4.7,1064,238,18.5,3.9,1117,236,19.4,3.8,755,176,13.1,2.9,309,108,5.4,1.8,82,86,1.4,1.5,1102,231,19.1,3.8,3515,441,61,6.2,1146,223,19.9,3.6,167800,10729,0.606216335073531,0.00415586571923436
311,Atlanta Regional Commission,Yes,30062,3186,ZCTA,ZCTA5 30062,18441,493,179,96,1,0.5,152,93,0.8,0.5,666,196,3.6,1.1,1693,261,9.2,1.4,5124,405,27.8,2.1,7327,462,39.7,2.3,2961,275,16.1,1.4,339,100,1.8,0.5,331,134,1.8,0.7,7483,520,40.6,2.6,10627,546,57.6,2.5,331300,7294,0.65884322564261,0.00659512346157187
312,Atlanta Regional Commission,Yes,30064,3187,ZCTA,ZCTA5 30064,15097,433,88,79,0.6,0.5,303,138,2,0.9,985,235,6.5,1.5,2302,332,15.2,2.2,4605,441,30.5,2.8,4734,467,31.4,3,1782,299,11.8,2,298,151,2,1,391,159,2.6,1.1,7892,601,52.3,3.7,6814,575,45.1,3.6,285600,6936,0.718088483548826,0.00809509956902478
